employee_id,is_promoted,prediction,probability
31864,0,0.0,"[0.9279659849116858,0.07203401508831424]"
31866,0,0.0,"[0.9315177988429304,0.06848220115706956]"
31870,0,0.0,"[0.9276903848234369,0.0723096151765631]"
31875,1,0.0,"[0.9282478627063793,0.07175213729362064]"
31876,1,0.0,"[0.9258069406695181,0.07419305933048193]"
31881,1,0.0,"[0.7297930283322704,0.27020697166772956]"
31882,0,0.0,"[0.8937413357657924,0.10625866423420766]"
31888,0,0.0,"[0.9232277260417202,0.07677227395827987]"
31893,0,0.0,"[0.9260014884167005,0.07399851158329951]"
31894,0,0.0,"[0.9303446474084801,0.06965535259151986]"
31895,0,0.0,"[0.9291427122785926,0.07085728772140736]"
31898,0,0.0,"[0.9235404281907732,0.07645957180922681]"
31903,0,0.0,"[0.930736544557937,0.06926345544206292]"
31904,0,0.0,"[0.9333121931794246,0.06668780682057542]"
31906,0,0.0,"[0.9256137385053438,0.0743862614946561]"
31929,1,0.0,"[0.9085970379712316,0.09140296202876841]"
31935,0,0.0,"[0.9270713650915747,0.07292863490842535]"
31937,0,0.0,"[0.9328548142069709,0.06714518579302901]"
31946,0,0.0,"[0.9219108810514236,0.07808911894857647]"
31954,0,0.0,"[0.9349011615778439,0.06509883842215618]"
31975,0,0.0,"[0.8767143287258327,0.12328567127416733]"
31983,0,0.0,"[0.9289129347974114,0.07108706520258855]"
31986,0,0.0,"[0.9353072423725536,0.06469275762744638]"
31996,0,0.0,"[0.9054675358549952,0.0945324641450048]"
32003,0,0.0,"[0.9338316435131981,0.06616835648680186]"
32005,0,0.0,"[0.9294274875556324,0.0705725124443676]"
32012,0,0.0,"[0.9289041981568229,0.07109580184317703]"
32018,0,0.0,"[0.9319172371879304,0.06808276281206953]"
32027,1,0.0,"[0.7987673414087911,0.20123265859120887]"
32061,1,0.0,"[0.924321407747482,0.0756785922525181]"
32067,0,0.0,"[0.9238857404001918,0.07611425959980815]"
32084,0,0.0,"[0.9320117423156654,0.06798825768433463]"
32085,0,0.0,"[0.928460559792691,0.07153944020730897]"
32086,0,0.0,"[0.9246770843074106,0.07532291569258942]"
32096,0,0.0,"[0.9316448129774533,0.06835518702254678]"
32100,0,0.0,"[0.9236436310532556,0.07635636894674432]"
32101,1,0.0,"[0.915693928733489,0.084306071266511]"
32102,0,0.0,"[0.9305938799140747,0.06940612008592528]"
32121,0,0.0,"[0.9347509672047065,0.06524903279529354]"
32122,0,0.0,"[0.9269196914718056,0.07308030852819443]"
32126,0,0.0,"[0.9288654693787269,0.07113453062127309]"
32131,0,0.0,"[0.9359446529864869,0.06405534701351318]"
32148,1,0.0,"[0.9330215286380501,0.06697847136194987]"
32159,0,0.0,"[0.7388638931345278,0.2611361068654722]"
32160,0,0.0,"[0.8984937549687414,0.1015062450312585]"
32171,0,0.0,"[0.9271013341749981,0.07289866582500189]"
32186,0,0.0,"[0.8815905521995419,0.11840944780045812]"
32188,0,0.0,"[0.9331728386625892,0.06682716133741085]"
32202,0,0.0,"[0.8864362310437043,0.11356376895629572]"
32207,0,0.0,"[0.9397210926696659,0.06027890733033418]"
32251,0,0.0,"[0.905695385388638,0.09430461461136194]"
32256,1,0.0,"[0.8975019928371024,0.1024980071628975]"
32264,0,0.0,"[0.9331485427725729,0.0668514572274271]"
32274,1,0.0,"[0.8795999840485282,0.12040001595147175]"
32302,0,0.0,"[0.9384408915926364,0.06155910840736358]"
32307,0,0.0,"[0.9176786262881623,0.08232137371183766]"
32312,0,0.0,"[0.8790534087577399,0.12094659124226005]"
32321,0,0.0,"[0.8935346259342516,0.10646537406574841]"
32327,0,0.0,"[0.8995673712960712,0.10043262870392876]"
32335,0,0.0,"[0.9333243269668189,0.06667567303318114]"
32337,0,0.0,"[0.9064171219023933,0.0935828780976067]"
32340,0,0.0,"[0.9331925075535692,0.06680749244643074]"
32342,0,0.0,"[0.9323069764192763,0.06769302358072368]"
32343,0,0.0,"[0.8921565487524218,0.1078434512475783]"
32345,0,0.0,"[0.9378947968532146,0.06210520314678529]"
32346,0,0.0,"[0.9316448129774533,0.06835518702254678]"
32358,0,0.0,"[0.8975574952309568,0.1024425047690431]"
32360,0,0.0,"[0.9268346399282871,0.07316536007171297]"
32374,0,0.0,"[0.9360914293787674,0.06390857062123265]"
32395,0,0.0,"[0.928146490977555,0.07185350902244511]"
32401,0,0.0,"[0.9295528040401148,0.0704471959598852]"
32416,0,0.0,"[0.9313205164223026,0.06867948357769735]"
32420,0,0.0,"[0.9226323214709113,0.07736767852908871]"
32430,0,0.0,"[0.9316448129774533,0.06835518702254678]"
32432,1,0.0,"[0.8775513809799798,0.12244861902002029]"
32438,0,0.0,"[0.934007427707444,0.0659925722925559]"
32439,0,0.0,"[0.9269504943075756,0.07304950569242444]"
32444,0,0.0,"[0.891150822424966,0.10884917757503401]"
32454,0,0.0,"[0.9381250405167751,0.06187495948322491]"
32460,0,0.0,"[0.9313168563954362,0.06868314360456386]"
32461,0,0.0,"[0.768793148489144,0.23120685151085588]"
32469,0,0.0,"[0.9240655209319362,0.07593447906806389]"
32471,0,0.0,"[0.9283139103993854,0.07168608960061455]"
32478,0,0.0,"[0.9314671896105416,0.06853281038945835]"
32480,0,0.0,"[0.8934709113821193,0.10652908861788066]"
32486,0,0.0,"[0.8977137125379566,0.10228628746204343]"
32506,0,0.0,"[0.9270823579723357,0.07291764202766432]"
32526,0,0.0,"[0.9306445818447731,0.069355418155227]"
32532,0,0.0,"[0.9292167690624699,0.07078323093753014]"
32539,0,0.0,"[0.9348516130310207,0.06514838696897922]"
32550,0,0.0,"[0.8827684889475976,0.11723151105240236]"
32552,0,0.0,"[0.898428818036379,0.10157118196362101]"
32557,0,0.0,"[0.9286473405989359,0.07135265940106404]"
32564,0,0.0,"[0.9320845787669219,0.06791542123307814]"
32566,0,0.0,"[0.8850886292837274,0.11491137071627254]"
32568,0,0.0,"[0.9321925695407112,0.0678074304592889]"
32570,0,0.0,"[0.9351356424108813,0.06486435758911867]"
32581,0,0.0,"[0.9299781967160591,0.07002180328394086]"
32583,0,0.0,"[0.918910787034275,0.08108921296572504]"
32586,1,0.0,"[0.9234598442277787,0.0765401557722213]"
32594,0,0.0,"[0.9323931569596171,0.06760684304038297]"
32601,1,0.0,"[0.9287092754080063,0.07129072459199369]"
32603,0,0.0,"[0.9364971773397421,0.06350282266025789]"
32615,0,0.0,"[0.8914768968170138,0.10852310318298622]"
32622,0,0.0,"[0.9338147422277476,0.06618525777225238]"
32624,0,0.0,"[0.931629838646632,0.0683701613533681]"
32628,0,0.0,"[0.9363777367758387,0.06362226322416133]"
32631,0,0.0,"[0.9306459300246344,0.06935406997536565]"
32633,0,0.0,"[0.8951607031586082,0.10483929684139186]"
32638,0,0.0,"[0.9340779529939031,0.06592204700609697]"
32655,0,0.0,"[0.9296553370892753,0.07034466291072475]"
32659,0,0.0,"[0.9187698214365476,0.08123017856345234]"
32664,0,0.0,"[0.8847425125399481,0.11525748746005186]"
32668,0,0.0,"[0.9007624801516931,0.09923751984830687]"
32674,1,0.0,"[0.9334993393189535,0.06650066068104643]"
32678,0,0.0,"[0.9316448129774533,0.06835518702254678]"
32692,0,0.0,"[0.9263957423538741,0.07360425764612588]"
32694,0,0.0,"[0.9244871921554533,0.07551280784454677]"
32697,0,0.0,"[0.8958339147213352,0.10416608527866471]"
32703,0,0.0,"[0.9353325341430082,0.06466746585699183]"
32705,0,0.0,"[0.9187152338102373,0.08128476618976266]"
32708,0,0.0,"[0.9198306576753931,0.08016934232460698]"
32711,0,0.0,"[0.9287883658521635,0.0712116341478365]"
32713,0,0.0,"[0.9105024892763999,0.08949751072360018]"
32715,0,0.0,"[0.926870359249789,0.07312964075021101]"
32718,0,0.0,"[0.9135679107100844,0.08643208928991566]"
32719,0,0.0,"[0.936529980881746,0.06347001911825405]"
32720,0,0.0,"[0.9267627640337921,0.07323723596620789]"
32739,0,0.0,"[0.9279835245760814,0.07201647542391867]"
32742,0,0.0,"[0.9314279915572651,0.06857200844273492]"
32744,0,0.0,"[0.9324989681944562,0.06750103180554382]"
32746,0,0.0,"[0.9316448129774533,0.06835518702254678]"
32758,0,0.0,"[0.9161526286358563,0.08384737136414364]"
32762,0,0.0,"[0.938052431463414,0.06194756853658594]"
32778,1,0.0,"[0.9105266238260384,0.08947337617396152]"
32797,0,0.0,"[0.8788283536217595,0.1211716463782405]"
32800,0,0.0,"[0.9304861148184511,0.06951388518154884]"
32806,0,0.0,"[0.9234598442277787,0.0765401557722213]"
32811,0,0.0,"[0.9282837368921397,0.07171626310786024]"
32821,0,0.0,"[0.8929917336943834,0.10700826630561656]"
32838,0,0.0,"[0.9234758876694302,0.0765241123305698]"
32842,1,0.0,"[0.9348579185179727,0.06514208148202717]"
32844,0,0.0,"[0.9264257479990706,0.07357425200092937]"
32852,0,0.0,"[0.9338378210167058,0.06616217898329417]"
32864,0,0.0,"[0.9234359851415525,0.0765640148584475]"
32883,1,0.0,"[0.9204257977059173,0.07957420229408266]"
32904,0,0.0,"[0.932238449915767,0.06776155008423301]"
32907,0,0.0,"[0.9283849480367842,0.07161505196321581]"
32910,0,0.0,"[0.9177136560391008,0.08228634396089908]"
32920,0,0.0,"[0.8965485109266575,0.10345148907334245]"
32925,0,0.0,"[0.9240859603295705,0.07591403967042948]"
32936,0,0.0,"[0.933398512881694,0.06660148711830595]"
32940,0,0.0,"[0.9259957425381157,0.07400425746188433]"
32949,0,0.0,"[0.7373315841848601,0.26266841581513994]"
32950,1,0.0,"[0.875981982497559,0.12401801750244103]"
32959,0,0.0,"[0.9306448391245691,0.06935516087543092]"
32966,0,0.0,"[0.9280283163077769,0.07197168369222309]"
32971,0,0.0,"[0.9320117423156654,0.06798825768433463]"
32982,0,0.0,"[0.9168628807138215,0.0831371192861785]"
32984,0,0.0,"[0.9288935963275473,0.07110640367245263]"
32986,0,0.0,"[0.9280880378585217,0.07191196214147832]"
32997,0,0.0,"[0.9264638879738252,0.07353611202617492]"
33001,0,0.0,"[0.904494236813568,0.09550576318643189]"
33012,0,0.0,"[0.9201191370299867,0.07988086297001329]"
33014,0,0.0,"[0.8080075425392883,0.1919924574607117]"
33023,0,0.0,"[0.8867024633786228,0.11329753662137729]"
33030,0,0.0,"[0.9276353991472985,0.07236460085270155]"
33031,0,0.0,"[0.9282223271824916,0.07177767281750834]"
33044,0,0.0,"[0.912134722257088,0.08786527774291204]"
33046,0,0.0,"[0.9336375741239766,0.06636242587602341]"
33047,0,0.0,"[0.8972695054325759,0.1027304945674241]"
33050,0,0.0,"[0.9208559124649399,0.0791440875350601]"
33052,0,0.0,"[0.9336485228295942,0.06635147717040582]"
33053,0,0.0,"[0.9261303304198494,0.0738696695801506]"
33061,0,0.0,"[0.9058509538294007,0.09414904617059923]"
33071,0,0.0,"[0.9230323180088376,0.07696768199116245]"
33072,1,0.0,"[0.9196123011358878,0.08038769886411236]"
33075,0,0.0,"[0.9289178729555074,0.0710821270444926]"
33080,0,0.0,"[0.9372195900202519,0.0627804099797482]"
33083,0,0.0,"[0.93473090438345,0.06526909561654995]"
33092,0,0.0,"[0.9331485427725729,0.0668514572274271]"
33114,0,0.0,"[0.9283946901217955,0.07160530987820451]"
33119,0,0.0,"[0.9306235468284286,0.06937645317157141]"
33120,0,0.0,"[0.933919352982973,0.06608064701702707]"
33122,0,0.0,"[0.927230652204139,0.07276934779586101]"
33127,0,0.0,"[0.8931100757095923,0.10688992429040761]"
33129,0,0.0,"[0.9278970156087165,0.07210298439128349]"
33130,0,0.0,"[0.8645494362558034,0.1354505637441966]"
33134,0,0.0,"[0.9327931075952964,0.06720689240470366]"
33136,0,0.0,"[0.9365501759436738,0.06344982405632621]"
33145,0,0.0,"[0.8839117264005302,0.11608827359946985]"
33148,0,0.0,"[0.8809539286686641,0.11904607133133599]"
33149,0,0.0,"[0.9337678487232889,0.06623215127671112]"
33151,0,0.0,"[0.9282110844238527,0.07178891557614736]"
33157,0,0.0,"[0.9240719323786435,0.07592806762135647]"
33158,0,0.0,"[0.9206606736754962,0.07933932632450377]"
33162,0,0.0,"[0.9343740528741803,0.06562594712581972]"
33163,0,0.0,"[0.9316679067609545,0.06833209323904554]"
33166,0,0.0,"[0.8927243386080638,0.10727566139193632]"
33167,0,0.0,"[0.9321424114928514,0.0678575885071486]"
33178,0,0.0,"[0.8976387189600175,0.10236128103998257]"
33201,0,0.0,"[0.9312309766634068,0.0687690233365932]"
33214,0,0.0,"[0.8877547273072977,0.11224527269270235]"
33218,1,0.0,"[0.926902817300564,0.073097182699436]"
33224,0,0.0,"[0.930028356901866,0.06997164309813401]"
33228,0,0.0,"[0.9303398805285131,0.06966011947148681]"
33229,1,0.0,"[0.5574977834497643,0.44250221655023564]"
33230,0,0.0,"[0.9326567621744242,0.06734323782557582]"
33232,0,0.0,"[0.8811029254614173,0.11889707453858257]"
33234,1,0.0,"[0.9306418461760049,0.06935815382399506]"
33237,0,0.0,"[0.8920322917067395,0.10796770829326047]"
33240,0,0.0,"[0.9356511321076703,0.06434886789232969]"
33242,0,0.0,"[0.9324248407821406,0.06757515921785942]"
33243,0,0.0,"[0.9261303304198494,0.0738696695801506]"
33258,0,0.0,"[0.9212301641039227,0.07876983589607726]"
33260,0,0.0,"[0.8948600915972373,0.10513990840276258]"
33270,0,0.0,"[0.9212477226201862,0.07875227737981376]"
33279,0,0.0,"[0.9272015692664992,0.07279843073350081]"
33286,0,0.0,"[0.9267076257937643,0.07329237420623576]"
33288,0,0.0,"[0.889343240168695,0.11065675983130485]"
33289,0,0.0,"[0.8843533153910837,0.11564668460891629]"
33291,0,0.0,"[0.9170528943622672,0.08294710563773286]"
33298,0,0.0,"[0.9239261152960466,0.07607388470395332]"
33305,0,0.0,"[0.9102717401757545,0.08972825982424557]"
33309,0,0.0,"[0.9356043169264687,0.06439568307353127]"
33310,0,0.0,"[0.9185826531291335,0.08141734687086645]"
33316,0,0.0,"[0.9340730290257261,0.06592697097427395]"
33319,0,0.0,"[0.9252411264169145,0.07475887358308549]"
33325,0,0.0,"[0.929655388511048,0.07034461148895209]"
33327,0,0.0,"[0.8849924779281733,0.11500752207182678]"
33328,0,0.0,"[0.9266124500495653,0.07338754995043464]"
33330,1,0.0,"[0.8864781979223205,0.11352180207767948]"
33335,0,0.0,"[0.8974855743926171,0.1025144256073828]"
33341,0,0.0,"[0.9382805615796384,0.061719438420361684]"
33343,0,0.0,"[0.928460559792691,0.07153944020730897]"
33344,0,0.0,"[0.9280840702893299,0.07191592971067015]"
33348,0,0.0,"[0.9198219510422212,0.08017804895777884]"
33358,0,0.0,"[0.931800381418216,0.06819961858178407]"
33365,0,0.0,"[0.9345316070170518,0.06546839298294815]"
33366,0,0.0,"[0.9366862640043052,0.06331373599569472]"
33367,0,0.0,"[0.8817471202179717,0.11825287978202827]"
33373,0,0.0,"[0.910618609494979,0.08938139050502093]"
33374,0,0.0,"[0.8835108995394668,0.11648910046053318]"
33385,0,0.0,"[0.9300834908338983,0.06991650916610162]"
33389,0,0.0,"[0.9252372047695478,0.07476279523045216]"
33395,0,0.0,"[0.9029639744365193,0.09703602556348077]"
33398,0,0.0,"[0.9205636422952563,0.0794363577047437]"
33404,0,0.0,"[0.9221529273388579,0.07784707266114212]"
33418,0,0.0,"[0.9245519291354567,0.07544807086454326]"
33423,0,0.0,"[0.9282110844238527,0.07178891557614736]"
33427,0,0.0,"[0.928543326191989,0.07145667380801093]"
33432,0,0.0,"[0.9015567681306982,0.09844323186930179]"
33440,0,0.0,"[0.9334183410031517,0.06658165899684831]"
33447,1,0.0,"[0.8652966263438104,0.1347033736561896]"
33450,0,0.0,"[0.9230458151513996,0.0769541848486005]"
33464,0,0.0,"[0.9283504539142935,0.07164954608570652]"
33465,0,0.0,"[0.9276163607182069,0.07238363928179314]"
33470,0,0.0,"[0.9219596511111467,0.0780403488888533]"
33472,0,0.0,"[0.9286606737371816,0.07133932626281837]"
33478,0,0.0,"[0.9284937141973593,0.07150628580264067]"
33484,0,0.0,"[0.8904592333247336,0.10954076667526644]"
33486,0,0.0,"[0.939677393536395,0.06032260646360497]"
33492,0,0.0,"[0.8997200461394543,0.10027995386054567]"
33495,0,0.0,"[0.9334484090992439,0.06655159090075612]"
33497,0,0.0,"[0.930455983208908,0.06954401679109196]"
33510,1,0.0,"[0.9191691733760626,0.0808308266239373]"
33512,0,0.0,"[0.9192044999419785,0.08079550005802145]"
33522,0,0.0,"[0.9334043264397641,0.0665956735602358]"
33525,0,0.0,"[0.9398691288853269,0.06013087111467316]"
33526,0,0.0,"[0.8888152385278548,0.11118476147214519]"
33530,0,0.0,"[0.9324544272864762,0.06754557271352386]"
33534,0,0.0,"[0.9320584729778889,0.06794152702211101]"
33544,0,0.0,"[0.937932098688897,0.062067901311102965]"
33558,0,0.0,"[0.9355210955703593,0.06447890442964056]"
33561,0,0.0,"[0.9309434694317912,0.06905653056820872]"
33563,0,0.0,"[0.9314279915572651,0.06857200844273492]"
33577,0,0.0,"[0.932969423252157,0.06703057674784298]"
33584,0,0.0,"[0.9220856796542802,0.07791432034571975]"
33585,0,0.0,"[0.8838665590168414,0.11613344098315859]"
33589,0,0.0,"[0.9393286736276906,0.06067132637230933]"
33591,0,0.0,"[0.939677393536395,0.06032260646360497]"
33597,0,0.0,"[0.9241317809182735,0.07586821908172653]"
33608,0,0.0,"[0.935768868792241,0.06423113120775914]"
33609,0,0.0,"[0.9373422938388544,0.0626577061611456]"
33611,0,0.0,"[0.9179685575440112,0.08203144245598876]"
33617,0,0.0,"[0.9330156710586244,0.06698432894137574]"
33621,0,0.0,"[0.9280630732919195,0.07193692670808041]"
33627,0,0.0,"[0.9313855322044434,0.06861446779555665]"
33628,0,0.0,"[0.9340785560255782,0.06592144397442176]"
33629,0,0.0,"[0.9058377527895145,0.0941622472104855]"
33632,0,0.0,"[0.9291219239375006,0.07087807606249931]"
33644,0,0.0,"[0.9007226440796224,0.09927735592037763]"
33649,0,0.0,"[0.9054907978845879,0.0945092021154122]"
33651,0,0.0,"[0.9283952456459891,0.07160475435401094]"
33653,0,0.0,"[0.9305953949499575,0.06940460505004253]"
33660,0,0.0,"[0.9280865154786047,0.07191348452139532]"
33665,0,0.0,"[0.924213604302726,0.07578639569727404]"
33666,1,0.0,"[0.8758942230425495,0.1241057769574505]"
33680,0,0.0,"[0.9263564478122093,0.07364355218779066]"
33682,0,0.0,"[0.9349964017233063,0.06500359827669375]"
33685,0,0.0,"[0.9305662873635433,0.0694337126364567]"
33697,0,0.0,"[0.9331281773652701,0.06687182263472995]"
33699,0,0.0,"[0.9010702221040927,0.09892977789590723]"
33703,0,0.0,"[0.9331485427725729,0.0668514572274271]"
33705,0,0.0,"[0.9304455379388489,0.06955446206115115]"
33706,0,0.0,"[0.9307124018635556,0.0692875981364443]"
33709,0,0.0,"[0.9334822672877922,0.06651773271220783]"
33722,0,0.0,"[0.9280630732919195,0.07193692670808041]"
33725,0,0.0,"[0.9283504539142935,0.07164954608570652]"
33728,0,0.0,"[0.9325267688588741,0.06747323114112587]"
33730,0,0.0,"[0.9274040137057128,0.07259598629428728]"
33735,0,0.0,"[0.9242565060307697,0.07574349396923019]"
33747,0,0.0,"[0.9277239787620017,0.07227602123799823]"
33751,0,0.0,"[0.9171665478628803,0.08283345213711969]"
33755,0,0.0,"[0.9320117423156654,0.06798825768433463]"
33756,0,0.0,"[0.9276813134714279,0.07231868652857215]"
33782,0,0.0,"[0.9251617562794074,0.07483824372059258]"
33788,0,0.0,"[0.9320584729778889,0.06794152702211101]"
33798,0,0.0,"[0.9358360085536743,0.0641639914463256]"
33804,0,0.0,"[0.9299259315519298,0.07007406844807015]"
33815,0,0.0,"[0.9280630732919195,0.07193692670808041]"
33826,0,0.0,"[0.9280880378585217,0.07191196214147832]"
33832,0,0.0,"[0.9321592088843502,0.06784079111564983]"
33836,0,0.0,"[0.9339381842409398,0.06606181575906019]"
33845,0,0.0,"[0.9343773495518174,0.06562265044818254]"
33847,0,0.0,"[0.8756383315957053,0.12436166840429486]"
33848,0,0.0,"[0.9247026375781926,0.0752973624218075]"
33850,0,0.0,"[0.927295284423431,0.07270471557656905]"
33858,0,0.0,"[0.9378167502963694,0.06218324970363072]"
33861,0,0.0,"[0.9314279915572651,0.06857200844273492]"
33869,0,0.0,"[0.929800513342423,0.07019948665757701]"
33875,0,0.0,"[0.7602245320613921,0.23977546793860796]"
33877,0,0.0,"[0.933096477433176,0.06690352256682396]"
33883,0,0.0,"[0.9324531279678615,0.06754687203213844]"
33911,0,0.0,"[0.9243558633782506,0.07564413662174947]"
33914,0,0.0,"[0.9179226544675726,0.08207734553242738]"
33916,0,0.0,"[0.8972142718428435,0.10278572815715649]"
33925,0,0.0,"[0.9331485427725729,0.0668514572274271]"
33926,0,0.0,"[0.8984946352332908,0.10150536476670924]"
33930,0,0.0,"[0.9265487477115558,0.07345125228844425]"
33935,0,0.0,"[0.9338482415308935,0.06615175846910645]"
33938,0,0.0,"[0.9233444594526609,0.07665554054733918]"
33961,0,0.0,"[0.9228337684102019,0.07716623158979809]"
33965,0,0.0,"[0.9357315678033284,0.06426843219667167]"
33969,0,0.0,"[0.9282110844238527,0.07178891557614736]"
33977,0,0.0,"[0.8999644476307601,0.1000355523692399]"
33986,1,0.0,"[0.8361687133623767,0.16383128663762328]"
33993,1,0.0,"[0.8435504698300308,0.15644953016996915]"
33999,0,0.0,"[0.9320117423156654,0.06798825768433463]"
34007,0,0.0,"[0.9241203663955437,0.07587963360445628]"
34008,0,0.0,"[0.9206256100404386,0.07937438995956135]"
34014,0,0.0,"[0.9337357314135615,0.06626426858643855]"
34042,0,0.0,"[0.933398512881694,0.06660148711830595]"
34053,0,0.0,"[0.9305662873635433,0.0694337126364567]"
34075,0,0.0,"[0.935768868792241,0.06423113120775914]"
34083,0,0.0,"[0.9069196349248035,0.09308036507519636]"
34089,0,0.0,"[0.9275475092600612,0.07245249073993869]"
34096,0,0.0,"[0.9305662873635433,0.0694337126364567]"
34097,0,0.0,"[0.9278610022664997,0.07213899773350034]"
34100,0,0.0,"[0.8013917228950805,0.1986082771049195]"
34101,0,0.0,"[0.9318528792879293,0.06814712071207078]"
34104,0,0.0,"[0.9311822294108981,0.0688177705891018]"
34108,0,0.0,"[0.9265527621335934,0.07344723786640658]"
34112,0,0.0,"[0.9278970156087165,0.07210298439128349]"
34114,0,0.0,"[0.9253401708032701,0.07465982919672981]"
34137,0,0.0,"[0.9344349917932637,0.06556500820673627]"
34143,0,0.0,"[0.933505722104923,0.06649427789507695]"
34163,0,0.0,"[0.8973474802185155,0.10265251978148446]"
34171,0,0.0,"[0.9016016496938509,0.0983983503061491]"
34187,0,0.0,"[0.75513475166712,0.24486524833288]"
34189,0,0.0,"[0.90787599274131,0.09212400725869002]"
34191,0,0.0,"[0.9221959600720512,0.07780403992794878]"
34201,0,0.0,"[0.8811029254614173,0.11889707453858257]"
34203,0,0.0,"[0.935097375538257,0.06490262446174298]"
34204,0,0.0,"[0.9321067818203028,0.06789321817969719]"
34210,1,0.0,"[0.88821312630661,0.11178687369338998]"
34212,0,0.0,"[0.9122469774013838,0.08775302259861618]"
34221,1,0.0,"[0.7056464487023895,0.29435355129761065]"
34229,0,0.0,"[0.9169344865155357,0.08306551348446431]"
34237,0,0.0,"[0.9208979811349377,0.07910201886506221]"
34242,0,0.0,"[0.9296553370892753,0.07034466291072475]"
34245,0,0.0,"[0.9270924544278154,0.0729075455721846]"
34247,0,0.0,"[0.9327503164489923,0.06724968355100769]"
34255,0,0.0,"[0.916792048705834,0.08320795129416611]"
34276,0,0.0,"[0.9342727323498585,0.06572726765014153]"
34296,0,0.0,"[0.9269005278843948,0.0730994721156052]"
34305,0,0.0,"[0.9301385973901728,0.06986140260982716]"
34310,0,0.0,"[0.7081987750552892,0.29180122494471084]"
34312,0,0.0,"[0.9313972792367273,0.06860272076327266]"
34317,0,0.0,"[0.9322011497277992,0.06779885027220081]"
34339,1,0.0,"[0.5247215944582245,0.4752784055417754]"
34348,0,0.0,"[0.9312312937435324,0.06876870625646758]"
34351,0,0.0,"[0.9050833237102743,0.0949166762897257]"
34352,0,0.0,"[0.9183732641335037,0.08162673586649626]"
34355,0,0.0,"[0.9336795118455848,0.06632048815441519]"
34356,0,0.0,"[0.931583311952843,0.06841668804715689]"
34364,0,0.0,"[0.9297310397345917,0.07026896026540819]"
34379,0,0.0,"[0.9306097909353298,0.06939020906467028]"
34383,0,0.0,"[0.9345904621198529,0.06540953788014713]"
34384,0,0.0,"[0.7582497919673792,0.24175020803262087]"
34392,1,0.0,"[0.9317561159762593,0.0682438840237407]"
34423,0,0.0,"[0.9309089177740333,0.06909108222596666]"
34428,1,0.0,"[0.5571150944984996,0.44288490550150034]"
34436,1,0.0,"[0.9335589622336188,0.06644103776638118]"
34441,0,0.0,"[0.8894027927149173,0.11059720728508264]"
34444,0,0.0,"[0.9285780998351284,0.07142190016487167]"
34449,0,0.0,"[0.933420102398248,0.06657989760175205]"
34462,0,0.0,"[0.9279835245760814,0.07201647542391867]"
34470,0,0.0,"[0.898364721616838,0.10163527838316196]"
34473,0,0.0,"[0.9312309766634068,0.0687690233365932]"
34475,1,0.0,"[0.9038673005570234,0.09613269944297674]"
34478,0,0.0,"[0.9300122402523698,0.06998775974763019]"
34479,0,0.0,"[0.9375709252766926,0.06242907472330738]"
34482,0,0.0,"[0.8990731516727597,0.10092684832724029]"
34484,1,0.0,"[0.9355091227059561,0.064490877294044]"
34488,0,0.0,"[0.907999379842932,0.09200062015706797]"
34495,0,0.0,"[0.9272612430340975,0.07273875696590255]"
34501,0,0.0,"[0.8920322917067395,0.10796770829326047]"
34506,0,0.0,"[0.9335920604176311,0.06640793958236889]"
34523,0,0.0,"[0.9241024817762767,0.07589751822372331]"
34526,0,0.0,"[0.8874239553081216,0.11257604469187843]"
34538,0,0.0,"[0.9360465926851493,0.06395340731485062]"
34550,0,0.0,"[0.9284300026301316,0.07156999736986826]"
34557,0,0.0,"[0.9257331387463776,0.07426686125362233]"
34571,0,0.0,"[0.9304567721141369,0.06954322788586313]"
34581,0,0.0,"[0.9010149885143603,0.09898501148563962]"
34586,0,0.0,"[0.9277443977488953,0.07225560225110464]"
34606,0,0.0,"[0.9054991007661243,0.09450089923387564]"
34619,0,0.0,"[0.9279360591573967,0.0720639408426032]"
34631,0,0.0,"[0.8981956092872133,0.1018043907127867]"
34635,0,0.0,"[0.9010001192301977,0.09899988076980233]"
34643,0,0.0,"[0.9301553710363888,0.06984462896361122]"
34656,0,0.0,"[0.9320883306225115,0.06791166937748858]"
34669,0,0.0,"[0.9279835245760814,0.07201647542391867]"
34672,0,0.0,"[0.9303078339001775,0.06969216609982251]"
34685,0,0.0,"[0.9269288044684191,0.07307119553158095]"
34697,0,0.0,"[0.9264281931883455,0.07357180681165452]"
34708,0,0.0,"[0.9023350033868579,0.0976649966131421]"
34710,0,0.0,"[0.9062577041034839,0.09374229589651616]"
34713,0,0.0,"[0.9287568125244781,0.0712431874755219]"
34715,0,0.0,"[0.9349137654053759,0.06508623459462419]"
34716,0,0.0,"[0.8843533153910837,0.11564668460891629]"
34732,0,0.0,"[0.9265527621335934,0.07344723786640658]"
34733,0,0.0,"[0.9314279915572651,0.06857200844273492]"
34757,0,0.0,"[0.928146490977555,0.07185350902244511]"
34777,0,0.0,"[0.9330544251547785,0.06694557484522154]"
34780,0,0.0,"[0.9256057108112415,0.07439428918875851]"
34799,0,0.0,"[0.9345147618678458,0.06548523813215419]"
34812,0,0.0,"[0.9382520546512979,0.06174794534870213]"
34822,0,0.0,"[0.9262317101278379,0.07376828987216219]"
34828,0,0.0,"[0.9335290145996128,0.06647098540038728]"
34839,1,0.0,"[0.9312262688621625,0.06877373113783752]"
